Core, 0
Cumulative Cycles, 13362564            
Cumulative Instructions, 20000000            
Cumulative IPC, 1.49672
Periodic Cycles, 6681488             
Periodic Instructions, 9999996             
Periodic IPC, 1.49667

ST_OP_INV_count,             0
ST_OP_INV_pct,        0.000
ST_OP_INV_total_count,             0
ST_OP_INV_total_pct,        0.000

ST_OP_NOP_count,         60147
ST_OP_NOP_pct,        0.123
ST_OP_NOP_total_count,        123250
ST_OP_NOP_total_pct,        0.126

ST_OP_CF_count,       1905328
ST_OP_CF_pct,        3.893
ST_OP_CF_total_count,       3811507
ST_OP_CF_total_pct,        3.893

ST_OP_MOV_count,        137721
ST_OP_MOV_pct,        0.281
ST_OP_MOV_total_count,        276368
ST_OP_MOV_total_pct,        0.282

ST_OP_CMOV_count,             0
ST_OP_CMOV_pct,        0.000
ST_OP_CMOV_total_count,             0
ST_OP_CMOV_total_pct,        0.000

ST_OP_LDA_count,         67818
ST_OP_LDA_pct,        0.139
ST_OP_LDA_total_count,        135642
ST_OP_LDA_total_pct,        0.139

ST_OP_ILD_count,       3895935
ST_OP_ILD_pct,        7.961
ST_OP_ILD_total_count,       7795904
ST_OP_ILD_total_pct,        7.963

ST_OP_IST_count,        147330
ST_OP_IST_pct,        0.301
ST_OP_IST_total_count,        296040
ST_OP_IST_total_pct,        0.302

ST_OP_IADD_count,       3737602
ST_OP_IADD_pct,        7.637
ST_OP_IADD_total_count,       7476528
ST_OP_IADD_total_pct,        7.637

ST_OP_IMUL_count,         33978
ST_OP_IMUL_pct,        0.069
ST_OP_IMUL_total_count,         67959
ST_OP_IMUL_total_pct,        0.069

ST_OP_IDIV_count,         17271
ST_OP_IDIV_pct,        0.035
ST_OP_IDIV_total_count,         34546
ST_OP_IDIV_total_pct,        0.035

ST_OP_ICMP_count,       1854787
ST_OP_ICMP_pct,        3.790
ST_OP_ICMP_total_count,       3710424
ST_OP_ICMP_total_pct,        3.790

ST_OP_LOGIC_count,         68091
ST_OP_LOGIC_pct,        0.139
ST_OP_LOGIC_total_count,        136186
ST_OP_LOGIC_total_pct,        0.139

ST_OP_SHIFT_count,             0
ST_OP_SHIFT_pct,        0.000
ST_OP_SHIFT_total_count,             0
ST_OP_SHIFT_total_pct,        0.000

ST_OP_FLD_count,      24535321
ST_OP_FLD_pct,       50.134
ST_OP_FLD_total_count,      49076503
ST_OP_FLD_total_pct,       50.129

ST_OP_FST_count,         43014
ST_OP_FST_pct,        0.088
ST_OP_FST_total_count,         86496
ST_OP_FST_total_pct,        0.088

ST_OP_FCVT_count,             0
