Core, 0
Cumulative Cycles, 9118806             
Cumulative Instructions, 20000000            
Cumulative IPC, 2.19327
Periodic Cycles, 4510110             
Periodic Instructions, 9999995             
Periodic IPC, 2.21724

EXECUTION_TIME_count, 1409409375000
EXECUTION_TIME_total_count, 2849626875000

NODE_CYCLE_count,       4510110
NODE_CYCLE_total_count,       9118806

NODE_INST_COUNT_count,       9999995
NODE_INST_COUNT_total_count,      20000000

NODE_INST_COUNT_FETCHED_count,       9999995
NODE_INST_COUNT_FETCHED_total_count,      20000000

NODE_UOP_COUNT_count,      12205467
NODE_UOP_COUNT_total_count,      24409828

FULL_WINDOW_STALL_count,       1562045
FULL_WINDOW_STALL_pct,       34.634
FULL_WINDOW_STALL_total_count,       3175926
FULL_WINDOW_STALL_total_pct,       34.828

FULL_WINDOW_MEM_OP_count,       1518601
FULL_WINDOW_MEM_OP_pct,       99.999
FULL_WINDOW_MEM_OP_total_count,       3088993
FULL_WINDOW_MEM_OP_total_pct,       99.998

FULL_WINDOW_FP_OP_count,             0
FULL_WINDOW_FP_OP_pct,        0.000
FULL_WINDOW_FP_OP_total_count,             0
FULL_WINDOW_FP_OP_total_pct,        0.000

FULL_WINDOW_OTHER_OP_count,            12
FULL_WINDOW_OTHER_OP_pct,        0.001
FULL_WINDOW_OTHER_OP_total_count,            48
FULL_WINDOW_OTHER_OP_total_pct,        0.002
FULL_WINDOW_OTHER_OP_sum_count,       1518613
FULL_WINDOW_OTHER_OP_sum_pct,      100.000
FULL_WINDOW_OTHER_OP_sum_total_count,       3089041
FULL_WINDOW_OTHER_OP_sum_total_pct,      100.000
FULL_WINDOW_OTHER_OP_mean,         0.00
FULL_WINDOW_OTHER_OP_stddev,         0.01
FULL_WINDOW_OTHER_OP_total_mean,         0.00
FULL_WINDOW_OTHER_OP_total_stddev,         0.01

RET_BLOCKED_DC_MISS_count,       2020016
RET_BLOCKED_DC_MISS_pct,       44.789
RET_BLOCKED_DC_MISS_total_count,       4106905
RET_BLOCKED_DC_MISS_total_pct,       45.038

RET_BLOCKED_L1_MISS_count,       1506923
RET_BLOCKED_L1_MISS_pct,       33.412
RET_BLOCKED_L1_MISS_total_count,       3076418
RET_BLOCKED_L1_MISS_total_pct,       33.737

RET_BLOCKED_L1_MISS_BW_PREF_count,         13940
RET_BLOCKED_L1_MISS_BW_PREF_pct,        0.309
RET_BLOCKED_L1_MISS_BW_PREF_total_count,         25146
RET_BLOCKED_L1_MISS_BW_PREF_total_pct,        0.276

RET_BLOCKED_L1_ACCESS_count,        513093
RET_BLOCKED_L1_ACCESS_pct,       11.377
RET_BLOCKED_L1_ACCESS_total_count,       1030490
RET_BLOCKED_L1_ACCESS_total_pct,       11.301

RET_BLOCKED_MEM_STALL_count,       1506923
RET_BLOCKED_MEM_STALL_pct,       33.412
RET_BLOCKED_MEM_STALL_total_count,       3076429
RET_BLOCKED_MEM_STALL_total_pct,       33.737

RET_BLOCKED_OFFCHIP_DEMAND_count,             0
RET_BLOCKED_OFFCHIP_DEMAND_pct,        0.000
RET_BLOCKED_OFFCHIP_DEMAND_total_count,             0
RET_BLOCKED_OFFCHIP_DEMAND_total_pct,        0.000

OP_ISSUED_count,      12601761
OP_ISSUED_total_count,      25299149

OP_RETIRED_count,      12205467
OP_RETIRED_total_count,      24409828

REPLAY_SIGNALED_count,             0
REPLAY_SIGNALED_total_count,             0

REPLAY_COUNTED_count,             0
REPLAY_COUNTED_total_count,             0

OFF_CRITICAL_PATH_count,             0
OFF_CRITICAL_PATH_pct,         -nan
OFF_CRITICAL_PATH_total_count,             0
OFF_CRITICAL_PATH_total_pct,         -nan

ON_CRITICAL_PATH_count,             0
ON_CRITICAL_PATH_pct,         -nan
ON_CRITICAL_PATH_total_count,             0
ON_CRITICAL_PATH_total_pct,         -nan
ON_CRITICAL_PATH_sum_count,             0
ON_CRITICAL_PATH_sum_pct,         -nan
ON_CRITICAL_PATH_sum_total_count,             0
ON_CRITICAL_PATH_sum_total_pct,         -nan
ON_CRITICAL_PATH_mean,         -nan
ON_CRITICAL_PATH_stddev,         -nan
ON_CRITICAL_PATH_total_mean,         -nan
ON_CRITICAL_PATH_total_stddev,         -nan

LD_NO_DEPENDENTS_count,        266572
LD_NO_DEPENDENTS_pct,        8.231
LD_NO_DEPENDENTS_total_count,        532792
LD_NO_DEPENDENTS_total_pct,        8.224

LD_DEPENDENTS_count,       2972193
LD_DEPENDENTS_pct,       91.769
LD_DEPENDENTS_total_count,       5945825
LD_DEPENDENTS_total_pct,       91.776
LD_DEPENDENTS_sum_count,       3238765
LD_DEPENDENTS_sum_pct,      100.000
LD_DEPENDENTS_sum_total_count,       6478617
LD_DEPENDENTS_sum_total_pct,      100.000
LD_DEPENDENTS_mean,         0.92
LD_DEPENDENTS_stddev,         0.88
LD_DEPENDENTS_total_mean,         0.92
LD_DEPENDENTS_total_stddev,         0.88

LD_EXEC_CYCLES_0_count,             0
LD_EXEC_CYCLES_0_pct,        0.000
LD_EXEC_CYCLES_0_total_count,             0
LD_EXEC_CYCLES_0_total_pct,        0.000

LD_EXEC_CYCLES_1_count,             0
LD_EXEC_CYCLES_1_pct,        0.000
LD_EXEC_CYCLES_1_total_count,             0
LD_EXEC_CYCLES_1_total_pct,        0.000

LD_EXEC_CYCLES_2_count,             0
LD_EXEC_CYCLES_2_pct,        0.000
LD_EXEC_CYCLES_2_total_count,             0
LD_EXEC_CYCLES_2_total_pct,        0.000

LD_EXEC_CYCLES_3_count,             2
LD_EXEC_CYCLES_3_pct,       16.667
LD_EXEC_CYCLES_3_total_count,             2
LD_EXEC_CYCLES_3_total_pct,       11.765

LD_EXEC_CYCLES_4_count,            10
LD_EXEC_CYCLES_4_pct,       83.333
LD_EXEC_CYCLES_4_total_count,            15
LD_EXEC_CYCLES_4_total_pct,       88.235
LD_EXEC_CYCLES_4_sum_count,            12
LD_EXEC_CYCLES_4_sum_pct,      100.000
LD_EXEC_CYCLES_4_sum_total_count,            17
LD_EXEC_CYCLES_4_sum_total_pct,      100.000
LD_EXEC_CYCLES_4_mean,         3.83
LD_EXEC_CYCLES_4_stddev,         3.68
LD_EXEC_CYCLES_4_total_mean,         3.88
LD_EXEC_CYCLES_4_total_stddev,         3.77

ICACHE_STAGE_STARVED_count,           165
ICACHE_STAGE_STARVED_pct,        0.006
ICACHE_STAGE_STARVED_total_count,         27815
ICACHE_STAGE_STARVED_total_pct,        0.490

ICACHE_STAGE_NOT_STARVED_count,       2827760
ICACHE_STAGE_NOT_STARVED_pct,       99.994
ICACHE_STAGE_NOT_STARVED_total_count,       5653706
ICACHE_STAGE_NOT_STARVED_total_pct,       99.510
ICACHE_STAGE_NOT_STARVED_sum_count,       2827925
ICACHE_STAGE_NOT_STARVED_sum_pct,      100.000
ICACHE_STAGE_NOT_STARVED_sum_total_count,       5681521
ICACHE_STAGE_NOT_STARVED_sum_total_pct,      100.000
ICACHE_STAGE_NOT_STARVED_mean,         1.00
ICACHE_STAGE_NOT_STARVED_stddev,         1.00
ICACHE_STAGE_NOT_STARVED_total_mean,         1.00
ICACHE_STAGE_NOT_STARVED_total_stddev,         0.99

ICACHE_STAGE_STALLED_count,       1470378
ICACHE_STAGE_STALLED_pct,       32.602
ICACHE_STAGE_STALLED_total_count,       2956839
ICACHE_STAGE_STALLED_total_pct,       32.426

