Core, 0
Cumulative Cycles, 44437640            
Cumulative Instructions, 20000000            
Cumulative IPC, 0.45007
Periodic Cycles, 19837882            
Periodic Instructions, 10000000            
Periodic IPC, 0.50409

ST_OP_INV_count,             0
ST_OP_INV_pct,        0.000
ST_OP_INV_total_count,             0
ST_OP_INV_total_pct,        0.000

ST_OP_NOP_count,        474920
ST_OP_NOP_pct,        1.340
ST_OP_NOP_total_count,       1237112
ST_OP_NOP_total_pct,        1.743

ST_OP_CF_count,       9481510
ST_OP_CF_pct,       26.746
ST_OP_CF_total_count,      18896426
ST_OP_CF_total_pct,       26.619

ST_OP_MOV_count,       1426894
ST_OP_MOV_pct,        4.025
ST_OP_MOV_total_count,       2982222
ST_OP_MOV_total_pct,        4.201

ST_OP_CMOV_count,           739
ST_OP_CMOV_pct,        0.002
ST_OP_CMOV_total_count,          1481
ST_OP_CMOV_total_pct,        0.002

ST_OP_LDA_count,        428264
ST_OP_LDA_pct,        1.208
ST_OP_LDA_total_count,        895637
ST_OP_LDA_total_pct,        1.262

ST_OP_ILD_count,       9197992
ST_OP_ILD_pct,       25.946
ST_OP_ILD_total_count,      18301018
ST_OP_ILD_total_pct,       25.780

ST_OP_IST_count,        362975
ST_OP_IST_pct,        1.024
ST_OP_IST_total_count,        761236
ST_OP_IST_total_pct,        1.072

ST_OP_IADD_count,       4840334
ST_OP_IADD_pct,       13.654
ST_OP_IADD_total_count,       9527398
ST_OP_IADD_total_pct,       13.421

ST_OP_IMUL_count,          3316
ST_OP_IMUL_pct,        0.009
ST_OP_IMUL_total_count,          7488
ST_OP_IMUL_total_pct,        0.011

ST_OP_IDIV_count,           397
ST_OP_IDIV_pct,        0.001
ST_OP_IDIV_total_count,           909
ST_OP_IDIV_total_pct,        0.001

ST_OP_ICMP_count,       5183800
ST_OP_ICMP_pct,       14.623
ST_OP_ICMP_total_count,      10234794
ST_OP_ICMP_total_pct,       14.417

ST_OP_LOGIC_count,       3897720
ST_OP_LOGIC_pct,       10.995
ST_OP_LOGIC_total_count,       7826414
ST_OP_LOGIC_total_pct,       11.025

ST_OP_SHIFT_count,        150280
ST_OP_SHIFT_pct,        0.424
ST_OP_SHIFT_total_count,        314230
ST_OP_SHIFT_total_pct,        0.443

ST_OP_FLD_count,           699
ST_OP_FLD_pct,        0.002
ST_OP_FLD_total_count,          1357
ST_OP_FLD_total_pct,        0.002

ST_OP_FST_count,           979
ST_OP_FST_pct,        0.003
ST_OP_FST_total_count,          1844
ST_OP_FST_total_pct,        0.003

ST_OP_FCVT_count,             0
ST_OP_FCVT_pct,        0.000
ST_OP_FCVT_total_count,             0
ST_OP_FCVT_total_pct,        0.000

ST_OP_FADD_count,             0
ST_OP_FADD_pct,        0.000
ST_OP_FADD_total_count,             0
ST_OP_FADD_total_pct,        0.000

ST_OP_FMUL_count,             0
ST_OP_FMUL_pct,        0.000
ST_OP_FMUL_total_count,             0
ST_OP_FMUL_total_pct,        0.000

ST_OP_FMA_count,             0
ST_OP_FMA_pct,        0.000
